,maker,car
1133,기아,올뉴카니발(14)
1134,현대,쏘나타(19)
1135,기아,올 뉴 쏘울
1136,현대,팰리세이드(19)
1137,현대,아반떼AD(16)
1138,현대,벨로스터(17)
1139,기아,올뉴쏘렌토
1140,기아,올뉴카니발(14)
1141,기아,모하비(16)
1142,현대,아반떼AD(16)
1143,현대,싼타페TM(18)
1144,현대,그랜드스타렉스 5밴(15)
1145,기아,K7
1146,현대,HG그랜져
1147,현대,코나EV(19)
1148,한국GM,올뉴말리부(2017)
1149,현대,아반떼AD(16)
1150,기아,올뉴카니발(14)
1151,기아,니로
1152,현대,쏘나타(19)
1153,현대,코나
1154,기아,스포티지(16)
1155,기아,모하비(16)
1156,기아,올뉴카니발(14)
1157,현대,아반떼AD(16)
1158,현대,싼타페TM(18)
1159,기아,K5(15)
1160,기아,셀토스(19)
1161,현대,싼타페TM(18)
1162,현대,아반떼AD(16)
1163,기아,K3(18)
1164,기아,스포티지(16)
1165,기아,올뉴쏘렌토
1166,기아,셀토스(19)
1167,기아,올뉴모닝(17)
1168,기아,올뉴쏘렌토(18)
1169,현대,올뉴투싼(15)
1170,현대,올뉴투싼(15)
1171,현대,싼타페(15)
1172,기아,올뉴쏘렌토
1173,현대,싼타페TM(18)
1174,현대,코나
1175,기아,올뉴쏘렌토
1176,기아,K9(18)
1177,현대,그랜드스타렉스웨건(18)
1178,기아,모하비(16)
1179,쌍용,코란도 투리스모
1180,현대,그랜드스타렉스 웨건(15)
1181,현대,그랜드스타렉스 웨건(15)
1182,현대,엑센트(15)
1183,현대,아반떼AD(16)
1184,현대,아반떼AD(16)
1185,현대,싼타페(15)
1186,현대,아반떼AD(16)
1187,기아,K3(18)
1188,기아,올 뉴 K7
1189,기아,올뉴쏘렌토
1190,기아,올뉴쏘렌토(18)
1191,기아,프라이드4DR(15)
1192,기아,올 뉴 K7
1193,기아,올뉴카니발(14)
1194,기아,모하비(16)
1195,현대,아반떼AD(16)
1196,현대,벨로스터(15)
1197,기아,올뉴카니발(14)
1198,기아,프라이드4DR(15)
1199,기아,스포티지(16)
1200,기아,K5(18)
1201,현대,그랜드스타렉스 3밴(15)
1202,현대,그랜져IG(17)
1203,현대,아반떼AD(16)
1204,기아,올뉴카니발(14)
1205,기아,K3(18)
1206,현대,코나
1207,기아,올뉴카니발(14)
1208,현대,팰리세이드(19)
1209,기아,올뉴카니발(14)
1210,기아,올뉴쏘렌토
1211,쌍용,코란도 투리스모
1212,기아,올뉴쏘렌토(18)
1213,기아,올뉴쏘렌토(18)
1214,기아,올뉴쏘렌토(18)
1215,쌍용,코란도 투리스모
1216,기아,올뉴카니발(14)
1217,기아,K5(15)
1218,현대,그랜져IG(17)
1219,쌍용,코란도스포츠
1220,현대,그랜져IG(17)
1221,기아,K3(18)
1222,기아,올뉴카니발(14)
1223,기아,레이
1224,쌍용,코란도 C
1225,현대,EQ900
1226,현대,LF 쏘나타
1227,기아,올 뉴 K7
1228,쌍용,코란도스포츠
1229,기아,K5(18)
1230,기아,올뉴카니발(14)
1231,기아,K5(15)
1232,쌍용,코란도스포츠
1233,기아,올 뉴 K7
1234,기아,K5(18)
1235,현대,베뉴(19)
1236,현대,아이오닉
1237,현대,올뉴투싼(15)
1238,현대,싼타페DM
1239,현대,싼타페(15)
1240,현대,엑센트(15)
1241,기아,올 뉴 K7
1242,현대,싼타페(15)
1243,기아,올뉴카니발(14)
1244,현대,G80(16)
1245,현대,HG그랜져
1246,기아,올 뉴 K7
1247,현대,아반떼AD(16)
1248,기아,모하비(16)
1249,현대,그랜져IG(17)
1250,기아,올뉴쏘렌토
1251,현대,HG그랜져
1252,현대,싼타페(15)
1253,기아,올뉴모닝(15)
1254,기아,올 뉴 K7
1255,한국GM,트랙스
1256,기아,올뉴카니발(14)
1257,기아,올뉴카니발(14)
1258,현대,HG그랜져
1259,기아,셀토스(19)
1260,현대,아이오닉
1261,기아,올뉴쏘렌토
1262,기아,스포티지(16)
1263,현대,아반떼AD(16)
1264,기아,레이
1265,현대,그랜드스타렉스웨건(18)
1266,현대,EQ900
1267,한국GM,스파크(마티즈크리에이티브)
1268,기아,올 뉴 모닝(11)
1269,현대,아슬란
1270,기아,K9(15)
1271,현대,올뉴투싼(15)
1272,현대,싼타페(15)
1273,기아,올뉴쏘렌토(18)
1274,현대,팰리세이드(19)
1275,현대,아반떼AD(16)
1276,기아,올뉴쏘렌토
1277,현대,아반떼AD(16)
1278,쌍용,코란도스포츠
1279,현대,투싼 IX
1280,기아,K3(18)
1281,현대,그랜져IG(17)
1282,현대,아반떼MD(13)
1283,현대,아반떼AD(16)
1284,기아,올뉴모닝(17)
1285,기아,셀토스(19)
1286,현대,G80(16)
1287,현대,그랜드스타렉스 웨건(15)
1288,현대,올뉴투싼(15)
1289,한국GM,더넥스트스파크
1290,기아,니로EV(19)
1291,쌍용,코란도 C
1292,현대,코나
1293,기아,올뉴카니발(14)
1294,현대,싼타페TM(18)
1295,기아,올뉴쏘렌토(18)
1296,기아,니로
1297,기아,올뉴카니발(14)
1298,쌍용,코란도스포츠
1299,현대,EQ900
1300,기아,K9(18)
1301,현대,아반떼AD(16)
1302,현대,아반떼AD(16)
1303,기아,올뉴쏘렌토
1304,기아,올 뉴 K7
1305,현대,아반떼MD(13)
1306,기아,K3
1307,현대,그랜져IG(17)
1308,기아,올뉴카니발(14)
1309,르노삼성,뉴SM3(2012)
1310,기아,스포티지(16)
1311,현대,G80(16)
1312,기아,올뉴모닝(15)
1313,기아,올 뉴 K7
1314,쌍용,티볼리
1315,기아,셀토스(19)
1316,기아,올뉴카니발(14)
1317,현대,아반떼AD(16)
1318,현대,G80(20)-RG3
1319,기아,올뉴쏘렌토
1320,기아,스포티지(16)
1321,기아,니로EV(19)
1322,기아,올 뉴 K7
1323,기아,스포티지(16)
1324,현대,엑센트(15)
1325,현대,그랜드스타렉스 3밴(15)
1326,현대,EQ900
1327,현대,그랜드스타렉스웨건(18)
1328,현대,올뉴투싼(15)
1329,기아,올뉴쏘렌토
1330,현대,EQ900
1331,기아,K5(18)
1332,기아,K5(18)
1333,기아,올뉴쏘렌토
1334,기아,니로EV(19)
1335,현대,팰리세이드(19)
1336,현대,싼타페(15)
1337,현대,코나
1338,현대,코나
1339,기아,올뉴쏘렌토
1340,기아,올 뉴 K7
1341,현대,그랜드스타렉스 웨건(15)
1342,기아,모하비(16)
1343,기아,K3(4도어)(16)
1344,기아,스포티지(16)
1345,기아,올뉴쏘렌토(18)
1346,기아,스포티지(16)
1347,기아,올뉴쏘렌토(18)
1348,기아,니로EV(19)
1349,기아,올뉴카니발(14)
1350,기아,K3
1351,쌍용,코란도스포츠
1352,기아,레이(18)
1353,현대,아반떼AD(16)
1354,기아,레이
1355,현대,올뉴투싼(15)
1356,기아,스포티지(16)
1357,현대,그랜드스타렉스 웨건(15)
1358,기아,올뉴카니발(14)
1359,쌍용,뷰티풀코란도
1360,현대,EQ900
1361,현대,그랜져IG(17)
1362,기아,올뉴카니발(14)
1363,기아,올 뉴 K7
1364,현대,아반떼AD(16)
1365,현대,LF 쏘나타
1366,기아,올 뉴 K7
1367,기아,레이
1368,현대,G80(16)
1369,현대,아반떼(20)-CN7
1370,현대,그랜드스타렉스웨건(18)
1371,기아,모하비(16)
1372,현대,LF 쏘나타 뉴라이즈
1373,쌍용,티볼리
1374,기아,올뉴쏘렌토
1375,현대,G80(16)
1376,기아,모하비(16)
1377,기아,올 뉴 K7
1378,기아,올뉴카니발(14)
1379,기아,스포티지(16)
1380,현대,싼타페TM(18)
1381,기아,올뉴쏘렌토(18)
1382,현대,그랜드스타렉스 5밴(15)
1383,기아,올뉴카니발(14)
1384,기아,올 뉴 K7
1385,기아,올뉴카니발(14)
1386,현대,쏘나타(19)
1387,기아,올뉴쏘렌토
1388,기아,K3(18)
1389,기아,스포티지(16)
1390,기아,셀토스(19)
1391,기아,올 뉴 K7
1392,현대,그랜드스타렉스 5밴(15)
1393,현대,팰리세이드(19)
1394,현대,팰리세이드(19)
1395,기아,올 뉴 K7
1396,현대,G80(16)
1397,기아,셀토스(19)
1398,기아,셀토스(19)
1399,현대,아반떼AD(16)
1400,기아,K5
1401,현대,그랜드스타렉스 3밴(15)
1402,현대,그랜드스타렉스 웨건(15)
1403,현대,싼타페DM
1404,기아,니로
1405,기아,올뉴쏘렌토
1406,기아,K3
1407,기아,올뉴쏘렌토
1408,현대,코나
1409,기아,올뉴쏘렌토
1410,기아,셀토스(19)
1411,현대,EQ900
1412,현대,그랜져IG(17)
1413,기아,올뉴모닝(15)
1414,기아,니로
1415,기아,올뉴카니발(14)
1416,현대,싼타페TM(18)
1417,현대,싼타페TM(18)
1418,쌍용,코란도스포츠
1419,한국GM,더넥스트스파크
1420,기아,K5
1421,기아,올뉴카니발(14)
1422,기아,니로EV(19)
1423,기아,K5(18)
1424,현대,그랜져IG(17)
1425,기아,스포티지(16)
1426,기아,K3(18)
1427,현대,그랜져IG(17)
1428,기아,스포티지R
1429,현대,싼타페TM(18)
1430,기아,올뉴쏘렌토
1431,현대,팰리세이드(19)
1432,쌍용,코란도스포츠
1433,기아,K5(18)
1434,기아,스토닉
1435,현대,그랜져IG(17)
1436,현대,엑센트(15)
1437,기아,올 뉴 K7
1438,현대,아반떼MD(13)
1439,현대,싼타페DM
1440,기아,스포티지(16)
1441,르노삼성,SM5 Nova
1442,기아,올뉴쏘렌토
1443,현대,G80(16)
1444,현대,아반떼AD(16)
1445,기아,K3(18)
1446,기아,스포티지R
1447,현대,그랜져IG(17)
1448,기아,올뉴쏘렌토(18)
1449,현대,LF 쏘나타
1450,현대,아반떼AD(16)
1451,기아,올뉴쏘렌토
1452,기아,K3
1453,현대,싼타페(15)
1454,현대,아이오닉
1455,현대,싼타페TM(18)
1456,기아,K5(15)
1457,기아,올 뉴 K7
1458,기아,K3
1459,현대,올뉴투싼(15)
1460,현대,싼타페(15)
1461,현대,아반떼AD(16)
1462,현대,그랜드스타렉스 웨건(15)
1463,기아,레이
1464,기아,올뉴카니발(14)
1465,기아,올뉴모닝(17)
1466,현대,아반떼(20)-CN7
1467,현대,아이오닉
1468,기아,K9
1469,기아,스포티지(16)
1470,현대,그랜져IG(17)
1471,기아,그랜드카니발
1472,현대,G80(16)
1473,기아,올 뉴 K7
1474,기아,올뉴카니발(14)
1475,현대,제네시스(14)
1476,현대,올뉴투싼(15)
1477,현대,싼타페TM(18)
1478,기아,K3(18)
1479,르노삼성,QM3
1480,기아,그랜드카니발
1481,현대,싼타페TM(18)
1482,현대,싼타페TM(18)
1483,현대,G80(16)
1484,현대,싼타페TM(18)
1485,기아,레이(18)
1486,현대,그랜저IG(17)
1487,현대,EQ900
1488,현대,EQ900
1489,현대,그랜저IG(17)
1490,쌍용,코란도 C
1491,기아,모하비(16)
1492,기아,레이
1493,쌍용,렉스턴 II
1495,현대,쏘나타(19)
1496,기아,올뉴쏘렌토
1497,기아,모하비(16)
1498,현대,그랜저IG(17)
1499,현대,YF쏘나타 하이브리드
1500,현대,LF 쏘나타 뉴라이즈
1501,기아,스팅어(17)
1502,현대,아반떼AD(16)
1503,기아,올뉴쏘렌토(18)
1504,기아,스포티지(16)
1505,기아,셀토스(19)
1506,기아,올뉴쏘렌토
1507,현대,아이오닉
1508,현대,쏘나타(19)
1509,현대,그랜저IG(17)
1510,현대,그랜저IG(17)
1511,기아,올뉴모닝(17)
1512,현대,아반떼AD(16)
1513,기아,올뉴모닝(15)
1514,현대,싼타페TM(18)
1515,현대,그랜드스타렉스웨건(18)
1516,기아,올뉴모닝(17)
1517,현대,쏘나타(19)
1518,현대,HG그랜저
1519,현대,싼타페DM
1520,현대,그랜저IG(17)
1521,기아,셀토스(19)
1522,현대,코나
1523,현대,싼타페TM(18)
1524,기아,올뉴모닝(17)
1525,기아,스포티지(16)
1526,현대,팰리세이드(19)
1527,현대,엑센트(15)
1528,기아,스포티지(16)
1529,현대,그랜드스타렉스웨건(18)
1530,기아,스포티지(16)
1531,기아,스포티지(16)
1532,현대,엑센트(15)
1533,현대,G80(16)
1534,현대,G80(16)
1535,현대,그랜저IG(20)
1536,현대,싼타페TM(18)
1537,현대,싼타페DM
1538,현대,그랜저IG(17)
1539,기아,올뉴카니발(14)
1540,기아,올 뉴 K7
1541,기아,K5(18)
1542,기아,올 뉴 K7
1543,한국GM,트랙스
1544,현대,엑센트(15)
1545,현대,G80(16)
1546,현대,올뉴투싼(15)
1547,기아,K9(18)
1548,현대,아반떼AD(16)
1549,현대,싼타페TM(18)
1550,기아,올뉴카니발(14)
1551,현대,LF 쏘나타
1552,현대,싼타페TM(18)
1553,기아,올뉴쏘렌토(18)
1554,한국GM,알페온
1555,기아,레이
1556,현대,G80(16)
1557,현대,제네시스(14)
1558,기아,K7
1559,쌍용,티볼리
1560,현대,G80(16)
1561,기아,올뉴쏘렌토
1562,기아,올뉴쏘렌토(18)
1563,현대,아반떼AD(16)
1564,기아,올뉴쏘렌토(18)
1565,현대,싼타페TM(18)
1566,기아,레이
1567,현대,EQ900
1568,현대,아반떼AD(16)
1569,현대,EQ900
1570,현대,아반떼AD(16)
1571,기아,셀토스(19)
1572,현대,HG그랜저
1573,쌍용,코란도스포츠
1574,기아,모하비
1575,현대,그랜드스타렉스웨건(18)
1576,현대,EQ900
1577,현대,싼타페DM
1578,기아,K9(18)
1579,현대,LF 쏘나타
1580,현대,올뉴투싼(15)
1581,현대,벨로스터(17)
1582,현대,쏘나타(19)
1583,현대,아반떼MD(13)
1584,현대,아반떼AD(16)
1585,기아,셀토스(19)
1586,기아,올뉴쏘렌토
1587,현대,싼타페(15)
1588,기아,셀토스(19)
1589,기아,K3(18)
1590,현대,아반떼AD(16)
1591,현대,아반떼AD(16)
1592,현대,팰리세이드(19)
1593,기아,올뉴모닝(17)
1594,현대,아반떼(20)-CN7
1595,르노삼성,QM3
1596,기아,올뉴모닝(17)
1597,현대,아반떼AD(16)
1598,기아,올뉴모닝(15)
1599,현대,그랜저IG(17)
1600,기아,K5(18)
1601,현대,올뉴투싼(15)
1602,르노삼성,SM6
1603,기아,프라이드4DR(15)
1604,현대,그랜드스타렉스 3밴(15)
1605,기아,스포티지(16)
1606,현대,그랜드스타렉스 5밴(15)
1607,현대,싼타페(15)
1608,쌍용,코란도스포츠
1609,기아,니로
1610,기아,올뉴카니발(14)
1611,기아,올뉴모닝(15)
1612,기아,올뉴쏘렌토
1613,현대,i30(2017)
1614,현대,LF 쏘나타 뉴라이즈
1615,기아,스토닉
1616,현대,G80(20)-RG3
1617,기아,셀토스(19)
1618,현대,싼타페DM
1619,기아,올뉴카니발(14)
1620,기아,니로
1621,현대,코나EV(19)
1622,현대,그랜드스타렉스 5밴(15)
1623,현대,벨로스터(17)
1624,기아,올뉴쏘렌토
1625,현대,G80(16)
1626,현대,HG그랜저
1627,기아,올뉴카니발(14)
1628,기아,K9(18)
1629,현대,싼타페TM(18)
1630,기아,K5(15)
1631,현대,올뉴투싼(15)
1632,기아,스포티지(16)
1633,현대,쏘나타(19)
1634,현대,G80(20)-RG3
1635,기아,스팅어(17)
1636,현대,그랜드스타렉스웨건(18)
1637,현대,아반떼AD(16)
1638,기아,올뉴쏘렌토
1639,기아,올 뉴 K7
1640,기아,K5(18)
1641,기아,셀토스(19)
1642,기아,K3(18)
1643,기아,K3(18)
1644,기아,올 뉴 K7
1645,기아,K3(18)
1646,기아,올뉴카니발(14)
1647,기아,레이
1648,기아,올뉴쏘렌토
1649,기아,올 뉴 모닝(11)
1651,기아,올 뉴 K7
1652,기아,올뉴쏘렌토
1653,기아,스포티지(16)
1654,기아,올뉴쏘렌토
1655,현대,i30
1656,기아,K5(15)
1657,기아,올뉴쏘렌토
1658,기아,올 뉴 K7
1659,기아,올 뉴 모닝(11)
1660,기아,모하비
1661,기아,올 뉴 모닝(11)
1662,기아,K5(15)
1663,기아,올뉴쏘렌토
1664,기아,스포티지R
1665,기아,K5(15)
1666,기아,K3
1667,기아,K5(15)
1668,기아,올 뉴 모닝(11)
1669,기아,올 뉴 K7
1670,기아,K3
1671,기아,올 뉴 K7
1672,기아,올 뉴 K7
1673,기아,올 뉴 K7
1674,기아,올뉴쏘렌토
1675,기아,니로
1676,기아,올 뉴 모닝(11)
1677,기아,올뉴카니발(14)
1678,기아,올뉴카니발(14)
1679,기아,올뉴카니발(14)
1680,현대,LF 쏘나타
1681,기아,올 뉴 K7
1682,기아,올뉴카니발(14)
1683,기아,올뉴쏘렌토
1684,기아,올 뉴 모닝(11)
1685,기아,니로
1686,현대,제네시스(14)
1687,현대,아반떼AD(16)
1688,한국GM,올뉴말리부
1689,기아,모하비
1690,기아,올 뉴 K7
1691,기아,올 뉴 K7
1692,현대,아슬란
1693,기아,올뉴쏘렌토
1694,현대,HG그랜져
1695,쌍용,티볼리
1696,기아,모하비
1697,기아,올뉴모닝(17)
1698,기아,K5
1699,기아,스포티지R
1700,현대,HG그랜져
1701,기아,니로
1702,기아,올뉴쏘렌토
1703,기아,스포티지(16)
1704,기아,올 뉴 K7
1705,르노삼성,QM3
1706,기아,K3
1707,기아,올 뉴 K7
1708,기아,니로
1709,기아,올뉴쏘렌토
1710,기아,스포티지R
1711,기아,K3
1712,기아,올뉴카니발(14)
1713,쌍용,티볼리
1714,현대,그랜드스타렉스 웨건
1715,현대,아반떼AD(16)
1716,기아,올 뉴 쏘울
1717,기아,올 뉴 쏘울
1718,기아,K3
1719,기아,스포티지(16)
1720,기아,올뉴카니발(14)
1721,기아,스포티지(16)
1722,기아,올뉴카니발(14)
1723,기아,올뉴쏘렌토
1724,기아,올뉴모닝(17)
1725,기아,올뉴쏘렌토
1726,기아,K3
1727,기아,올뉴쏘렌토
1728,기아,스포티지(16)
1729,기아,올뉴카니발(14)
1730,기아,K5(15)
1731,한국GM,크루즈(라세티 프리미어)
1732,기아,올뉴프라이드4DR(12)
1733,기아,레이
1734,기아,올뉴카니발(14)
1735,기아,올 뉴 모닝(11)
1736,기아,올뉴쏘렌토
1737,기아,올뉴모닝(15)
1738,기아,올뉴모닝(17)
1739,기아,K5(15)
1740,기아,올뉴쏘렌토
1741,기아,올뉴카니발(14)
1742,기아,올뉴모닝(17)
1743,기아,K5(15)
1744,기아,올뉴모닝(15)
1745,기아,K5(15)
1746,기아,K5(15)
1747,기아,K3(4도어)(16)
1748,기아,니로
1749,기아,올 뉴 모닝(11)
1750,기아,레이
1751,한국GM,올뉴크루즈(17)
1752,기아,스포티지(16)
1753,기아,스포티지(16)
1754,기아,레이
1755,기아,K7
1756,기아,올뉴모닝(17)
1757,기아,니로
1758,기아,K7
1759,기아,올뉴쏘렌토
1760,기아,올 뉴 모닝(11)
1761,기아,K7
1762,기아,K5(15)
1763,기아,니로
1764,기아,올 뉴 K7
1765,기아,K5(15)
1766,기아,올 뉴 K7
1767,기아,레이
1768,기아,K3
1769,쌍용,코란도 C
1770,기아,올 뉴 K7
1771,기아,K3
1772,기아,모하비(16)
1773,기아,올뉴쏘렌토
1774,기아,스포티지(16)
1775,기아,올 뉴 K7
1776,기아,니로
1777,르노삼성,SM6
1778,기아,레이
1779,쌍용,티볼리
1780,기아,올뉴쏘렌토
1781,기아,올뉴쏘렌토(18)
1782,기아,스포티지(16)
1783,기아,올 뉴 모닝(11)
1784,기아,올뉴모닝(17)
1785,기아,올뉴카니발(14)
1786,기아,레이
1787,기아,스포티지(16)
1788,기아,니로
1789,기아,올뉴모닝(15)
1790,기아,카렌스(16)
1791,기아,올뉴카니발(14)
1792,기아,올 뉴 모닝(11)
1793,기아,올뉴카니발(14)
1794,기아,올뉴카니발(14)
